X,Y,Pressure,Time
247.640552995392,24.5671254615925,0.2117216,0
247.640552995392,24.5671254615925,0.3660562,1
247.640552995392,24.5671254615925,0.3848596,1
247.640552995392,24.5671254615925,0.3848596,1
248.460890530106,29.2791833246864,0.3802198,1
249.554673909726,34.8457594531083,0.3802198,15
249.554673909726,34.8457594531083,0.3802198,15
251.000030518509,43.4397717215491,0.3873016,15
251.000030518509,43.4397717215491,0.3873016,16
252.60164189581,53.962553788873,0.3958486,31
253.851680043947,65.6572466200751,0.4019536,32
254.593890194403,77.7914059877316,0.403663,48
254.789208655049,89.9988097781304,0.4039072,48
254.789208655049,103.060731833857,0.4039072,48
254.359508041627,116.6109500412,0.3960928,62
249.984374523148,158.213782158879,0.3623932,78
251.664113284707,144.395001068148,0.3697192,78
253.10946989349,130.576219977416,0.382906,78
246.429578539384,184.142307809687,0.3594628,93
248.226508377331,171.519852290414,0.3594628,93
248.226508377331,171.519852290414,0.3594628,93
246.429578539384,184.142307809687,0.3594628,94
243.226355784783,207.311960203864,0.3833944,109
244.749839777825,196.17880794702,0.3660562,109
244.749839777825,196.17880794702,0.3660562,109
243.226355784783,207.311960203864,0.3833944,110
240.374706259346,228.259865108188,0.426862,125
241.82006286813,217.90798669393,0.4053724,125
241.82006286813,217.90798669393,0.4053724,125
240.374706259346,228.259865108188,0.426862,126
237.601184118168,248.133518478958,0.4571429,140
239.046540726951,238.196691793573,0.4456654,140
239.046540726951,238.196691793573,0.4456654,140
237.601184118168,248.133518478958,0.4571429,141
234.671407208472,267.933927426984,0.4700855,156
236.273018585772,258.070345164342,0.4639805,156
236.273018585772,258.070345164342,0.4639805,156
234.671407208472,267.933927426984,0.4700855,157
233.069795831172,277.870754112369,0.4732601,172
231.350993377483,287.563432721946,0.4749695,173
228.264961699271,305.581560716575,0.4749695,187
229.788445692312,296.914304025391,0.4749695,187
229.788445692312,296.914304025391,0.4749695,187
228.264961699271,305.581560716575,0.4749695,188
226.15552232429,320.401348918119,0.4715507,203
227.093050935392,313.418713950011,0.4735043,203
227.093050935392,313.418713950011,0.4735043,203
226.15552232429,320.401348918119,0.4715507,204
225.139866328928,334.708426160466,0.4671551,218
225.217993713187,331.168279061251,0.4695971,218
225.491439558092,326.382976775414,0.4700855,218
225.491439558092,326.382976775414,0.4700855,218
225.139866328928,334.708426160466,0.4671551,219
225.217993713187,331.168279061251,0.4695971,219
225.139866328928,337.247566148869,0.4649573,234
225.139866328928,337.247566148869,0.4649573,234
225.139866328928,339.176335947752,0.4647131,234
225.139866328928,339.176335947752,0.4647131,235
225.725821710868,341.105105746635,0.4625153,250
225.725821710868,341.105105746635,0.4625153,250
226.819605090487,342.960631122776,0.4600733,250
226.819605090487,342.960631122776,0.4600733,251
228.343089083529,344.742912076174,0.4556777,265
228.343089083529,344.742912076174,0.4556777,265
230.608783227027,345.914822840052,0.4556777,265
230.608783227027,345.914822840052,0.4556777,266
234.24170659505,346.500778221992,0.4620269,281
234.24170659505,346.500778221992,0.4620269,281
239.63249610889,346.500778221992,0.4744811,281
239.63249610889,346.500778221992,0.4744811,282
247.523361919004,345.328867458113,0.4881563,297
257.054902798547,342.78972746971,0.5015873,298
267.17239906003,339.591387676626,0.5135531,312
267.17239906003,339.591387676626,0.5135531,312
277.44615009003,336.148899807733,0.5235654,312
277.44615009003,336.148899807733,0.5235654,313
287.212073122349,333.023804437391,0.5326008,328
287.212073122349,333.023804437391,0.5326008,328
297.212378307443,330.24051637318,0.5391942,328
297.212378307443,330.24051637318,0.5391942,329
307.486129337443,327.799035615101,0.5445666,343
307.486129337443,327.799035615101,0.5445666,343
318.111453596606,325.699362163152,0.5484738,343
318.111453596606,325.699362163152,0.5484738,344
328.814905240028,323.941496017334,0.5509158,359
328.814905240028,323.941496017334,0.5509158,359
339.479293191321,322.330118717002,0.5509158,359
339.479293191321,322.330118717002,0.5509158,360
350.026490066225,320.914059877316,0.5509158,375
350.026490066225,320.914059877316,0.5509158,375
360.222113711966,319.644489883114,0.5504274,375
360.222113711966,319.644489883114,0.5504274,376
369.792718283639,318.374919888913,0.5455434,390
369.792718283639,318.374919888913,0.5455434,390
378.89455854976,317.105349894711,0.5333334,390
378.89455854976,317.105349894711,0.5333334,391
386.980742820521,315.762535477767,0.5159951,406
386.980742820521,315.762535477767,0.5159951,406
394.05127109592,314.346476638081,0.4945055,406
394.05127109592,314.346476638081,0.4945055,407
399.520187994018,312.979247413556,0.4725275,422
399.520187994018,312.979247413556,0.4725275,422
403.504684591205,311.904995880001,0.4454212,422
403.504684591205,311.904995880001,0.4454212,423
406.786034730064,310.220374156926,0.4017094,437
406.786034730064,310.220374156926,0.4017094,437
408.700155644398,308.853144932402,0.3360195,437
409.989257484664,307.437086092715,0.2380952,437
408.700155644398,308.853144932402,0.3360195,438
409.989257484664,307.437086092715,0.2380952,438
409.989257484664,307.437086092715,0,453
410,307.666666666667,0.5,453
449.404522843104,207.043397320475,0.5074481,656
449.404522843104,207.043397320475,0.5855922,657
449.404522843104,207.043397320475,0.6043956,657
441.630848109378,204.015961180456,0.6246642,672
443.584032715842,204.357768486587,0.6246642,672
443.584032715842,204.357768486587,0.6246642,672
441.630848109378,204.015961180456,0.6246642,673
437.333841975158,205.798242133854,0.570696,687
439.872981963561,204.015961180456,0.6095238,687
439.872981963561,204.015961180456,0.6095238,687
437.333841975158,205.798242133854,0.570696,688
433.46653645436,209.826685384686,0.5111111,703
427.997619556261,216.39426862392,0.4495727,704
421.942747276223,224.402325510422,0.4075702,718
416.044129764702,233.069582201605,0.3802198,719
411.31742301706,241.321787163915,0.369475,734
407.957945493942,248.81713309122,0.369475,735
404.403149510178,263.563676870022,0.3965812,751
405.692251350444,256.312479018525,0.3789988,751
404.325022125919,270.54631183813,0.4151404,765
404.325022125919,270.54631183813,0.4151404,765
404.754722739341,277.040650654622,0.4315018,765
404.754722739341,277.040650654622,0.4315018,766
407.020416882839,282.680471205786,0.4446886,781
407.020416882839,282.680471205786,0.4446886,781
409.793939024018,287.123966185492,0.4525031,781
409.793939024018,287.123966185492,0.4525031,782
414.01281777398,290.835016937773,0.4547009,797
414.01281777398,290.835016937773,0.4547009,797
419.169225135044,293.545060579241,0.4578755,797
424.950651570177,294.887874996185,0.4595849,797
419.169225135044,293.545060579241,0.4578755,798
424.950651570177,294.887874996185,0.4595849,798
431.864925077059,295.376171147801,0.4598291,812
431.864925077059,295.376171147801,0.4598291,812
438.622943815424,294.790215765862,0.4598291,812
438.622943815424,294.790215765862,0.4598291,813
445.498153630177,292.177831354717,0.4561661,828
