X,Y,Pressure,Time
262.601947080905,31.0614642780847,0.2258852,0
262.601947080905,31.0614642780847,0.3262515,1
262.601947080905,31.0614642780847,0.3726496,1
262.601947080905,31.0614642780847,0.3807082,1
262.601947080905,31.0614642780847,0.3855922,1
262.601947080905,31.0614642780847,0.3855922,1
262.601947080905,31.0614642780847,0.3677656,16
262.601947080905,31.0614642780847,0.3714286,16
262.601947080905,31.0614642780847,0.3714286,16
262.797265541551,35.6758629108554,0.3677656,16
263.031647694327,40.4855800042726,0.3733822,16
262.601947080905,31.0614642780847,0.3677656,32
262.797265541551,35.6758629108554,0.3677656,32
263.031647694327,40.4855800042726,0.3733822,32
263.305093539232,47.7367778557695,0.3855922,47
263.305093539232,47.7367778557695,0.3855922,47
263.461348307749,56.8190862758263,0.3973138,47
263.461348307749,56.8190862758263,0.3973138,48
263.461348307749,67.1709646900845,0.4043956,63
263.461348307749,78.3041169469283,0.4092796,65
260.68782616657,102.450361644337,0.4129426,79
262.367564928129,89.925565355388,0.4129426,79
262.367564928129,89.925565355388,0.4129426,79
260.68782616657,102.450361644337,0.4129426,80
255.882992034669,129.331064790796,0.408547,94
258.383068330943,115.609942930387,0.4107448,94
258.383068330943,115.609942930387,0.4107448,94
255.882992034669,129.331064790796,0.408547,95
250.492202520829,157.286019470809,0.3960928,110
253.10946989349,143.125431073946,0.4019536,110
253.10946989349,143.125431073946,0.4019536,110
250.492202520829,157.286019470809,0.3960928,111
245.765495773186,185.16772972808,0.3934066,125
247.953062532426,171.178044984283,0.3934066,125
247.953062532426,171.178044984283,0.3934066,125
245.765495773186,185.16772972808,0.3934066,126
242.249763481552,213.122684408094,0.3916972,141
243.851374858852,199.23065889462,0.3931624,141
243.851374858852,199.23065889462,0.3931624,141
242.249763481552,213.122684408094,0.3916972,142
240.882534257027,227.356517227699,0.3931624,157
239.710623493149,241.321787163915,0.395116,158
238.694967497787,255.140568254646,0.3978022,172
237.757438886685,268.519882808924,0.401221,173
236.273018585772,293.618305001984,0.4031746,188
237.015228736229,281.313241981262,0.4014652,188
237.015228736229,281.313241981262,0.4014652,188
236.273018585772,293.618305001984,0.4031746,189
234.046388134404,324.771599475082,0.403663,204
234.827661976989,315.249824518571,0.4039072,204
235.491744743187,304.82470168157,0.4039072,204
235.491744743187,304.82470168157,0.4039072,204
234.046388134404,324.771599475082,0.403663,205
234.827661976989,315.249824518571,0.4039072,205
232.796349986267,340.690054017762,0.403663,219
233.382305368206,333.194708090457,0.403663,219
233.382305368206,333.194708090457,0.403663,219
232.796349986267,340.690054017762,0.403663,220
232.366649372845,347.013489181188,0.4041514,235
232.366649372845,347.013489181188,0.4041514,235
232.366649372845,351.725547044282,0.4114774,235
232.366649372845,351.725547044282,0.4114774,236
232.366649372845,355.094790490432,0.4188034,250
232.366649372845,355.094790490432,0.4188034,250
232.366649372845,357.365367595447,0.421978,250
232.366649372845,357.365367595447,0.421978,251
232.952604754784,359.049989318522,0.421978,266
232.952604754784,359.049989318522,0.421978,266
234.046388134404,360.734611041597,0.421978,266
234.046388134404,360.734611041597,0.421978,267
235.647999511704,362.492477187414,0.4222222,282
235.647999511704,362.492477187414,0.4222222,282
237.952757347331,364.103854487747,0.435409,282
237.952757347331,364.103854487747,0.435409,283
241.390362254707,365.373424481948,0.4571429,297
241.390362254707,365.373424481948,0.4571429,297
246.624897000031,366.130283516953,0.4761905,297
246.624897000031,366.130283516953,0.4761905,298
254.125125888852,366.130283516953,0.4976801,313
254.125125888852,366.130283516953,0.4976801,313
262.953520310068,365.446668904691,0.5140415,313
262.953520310068,365.446668904691,0.5140415,314
272.56318857387,363.420239875484,0.5257632,329
272.56318857387,363.420239875484,0.5257632,329
282.407238990448,360.563707388531,0.5318682,329
282.407238990448,360.563707388531,0.5318682,330
292.173162022767,357.536271248512,0.5350428,344
302.368785668508,354.41117587817,0.536508,345
313.07223731193,351.310495315409,0.5382174,360
313.07223731193,351.310495315409,0.5382174,360
323.931943723869,348.356303598132,0.5384616,360
323.931943723869,348.356303598132,0.5384616,361
334.596331675161,345.670674764245,0.5384616,375
334.596331675161,345.670674764245,0.5384616,375
345.143528550066,343.37568285165,0.5382174,375
345.143528550066,343.37568285165,0.5382174,376
355.261024811548,341.446913052766,0.5379732,391
355.261024811548,341.446913052766,0.5379732,391
364.675374614704,339.933194982757,0.536508,391
373.620960112308,338.834528641621,0.5362638,391
364.675374614704,339.933194982757,0.536508,392
373.620960112308,338.834528641621,0.5362638,392
381.589953306681,338.077669606616,0.5330892,407
381.589953306681,338.077669606616,0.5330892,407
388.777672658467,337.662617877743,0.5233212,407
388.777672658467,337.662617877743,0.5233212,408
394.246589556566,337.320810571612,0.5059829,422
394.246589556566,337.320810571612,0.5059829,422
398.113895077364,337.149906918546,0.4825397,422
398.113895077364,337.149906918546,0.4825397,423
400.613971373638,336.979003265481,0.4566545,438
400.613971373638,336.979003265481,0.4566545,438
402.13745536668,336.905758842738,0.4271062,438
402.13745536668,336.905758842738,0.4271062,439
403.309366130558,336.222144230476,0.3335775,454
403.309366130558,336.808099612415,0.3858364,454
403.309366130558,336.808099612415,0.3858364,454
403.309366130558,336.222144230476,0.3335775,455
402.567155980102,334.976989043855,0.1943834,469
403.309366130558,335.73384807886,0.2730159,469
403.309366130558,335.73384807886,0.2730159,469
402.567155980102,334.976989043855,0.1943834,470
402.567155980102,334.976989043855,0,471
402.666666666667,335,0.5,471
455.381267738884,219.934415723136,0.4449328,704
448.974822229682,218.493942075869,0.5619048,705
455.381267738884,219.934415723136,0.5250306,705
455.381267738884,219.934415723136,0.547497,705
443.076204718162,220.34946745201,0.5379732,719
446.357554857021,218.493942075869,0.5619048,719
